nit,legal_name,email,email_rep_legal,phone,website,address,city,dept,source_url,matched
901598463-1,A&C INGENIERIA AMBIENTAL Y CIVIL S.A.S,,,,,,Barbosa,SANTANDER,,false
901598638-3,V&T INGENIEROS Y ASOCIADOS S.A.S,,,,,,Bucaramanga,SANTANDER,,false
901599345-5,EDS CHAPINERO SAS,,,,,,Bucaramanga,SANTANDER,,false
901600247-5,ESTACION DE SERVICIO LA RENTA S.A.S.,,,,,,Lebrija,SANTANDER,,false
901600666-8,XINERSOFT SAS,,,,,,Bucaramanga,SANTANDER,,false
901603008-5,EASTWIND ENERGY SAS,,,,,,Bucaramanga,SANTANDER,,false
901605647-0,INGENIERIA Y PROYECTOS RG SAS,INPRORGSAS@GMAIL.COM,inprorgsas@gmail.com,3124789262,,CALLE 200 NO. 12-528 BLOQUE 1 APARTAMENTO 504,FLORIDABLANCA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901608426-3,CONSULTORIA GEOLÓGICA MINERA S.A.S,,,,,,Bucaramanga,SANTANDER,,false
901608536-5,INVERSIONES CASQUI S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901609411-8,REDES ELECTRICAS Y COMUNICACIONES FUENTES SAS,,,,,,Giron,SANTANDER,,false
901609554-2,INTELEKTA INGENIERIA S.A.S,,,,,,Bucaramanga,SANTANDER,,false
901611200-7,VOLTA INGENIERIA Y SOLUCIONES S.A.S.,VOLTAINGENIERIA.SOLUCIONES@GMAIL.COM,elianalopez2009@hotmail.com,3005054842,,CALLE 22 # 15 - 38,GIRoN,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901612137-5,NYIA COLOMBIA S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901612872-0,GÉLYSA INGENIERIA S.A.S,,,,,,Floridablanca,SANTANDER,,false
901613311-5,SMARTGEO INGENIERÍA S.A.S.,,,,,,Giron,SANTANDER,,false
901613980-2,ICI CONSTRUCCIONES S.A.S.,ICICONSTRUCCIONES.SAS@GMAIL.COM,iciconstrucciones.sas@gmail.com,3114093862,,CLL 46#0-40,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901614437-9,SERVINTEGRAL SANTANDER S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901617162-2,J&G CONSULTORIA S.A.S,CONTABILIDAD@EQUILATEROAPP.COM,info@equilateroapp.com,7013082,,TRANSVERSAL 38 AA 59 A 231 (INTERIOR 314),MEDELLiN,ANTIOQUIA,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901617250-2,CEM GREEN INGENIERIA SAS,CEMGREENINGENIERIA@GMAIL.COM,cemgreeningenieria@gmail.com,3175736518,,CALLE 197 22C-04,FLORIDABLANCA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901619852-5,VIABEL GROUP SAS,,,,,,Floridablanca,SANTANDER,,false
901621337-1,METAINGENIERIA S.A.S,,,,,,Floridablanca,SANTANDER,,false
901621895-8,SGI.GEO S.A.S,,,,,,Bucaramanga,SANTANDER,,false
901622153-6,ACTIVIDADES DE CONSULTORIA CONSTRUCCION Y SERVICIOS DE INGENIERIA SAS,,,,,,Bucaramanga,SANTANDER,,false
901624078-0,CREAMB SERVICIOS DE INGENIERIA S.A.S,CREAMBSERVICIOSING@GMAIL.COM,CREAMBSERVICIOSING@gmail.com,3167585716,,CALLE 103 # 12 - 86 ALTOS DE FONTANA,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901625288-5,ALQUILAB SAS,,,,,,Bucaramanga,SANTANDER,,false
901626956-1,AO SOLUCIONES INTEGRALES SAS,,,,,,Bucaramanga,SANTANDER,,false
901627464-4,OCI INGENIERIA S.A.S.,OCIINGENIERIASAS@GMAIL.COM,ociingenieriasas@gmail.com,3014988868,,CALLE 34 # 26-37,FLORIDABLANCA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901629294-8,GRUPO VIHERA S.A.S.,,,,,,Paramo,SANTANDER,,false
901629668-9,LANTEA ENGINEERING SAS,JORGE.PERDOMO@LANTEAENGINEERING.COM,jorge.perdomo@lanteaengineering.com,3122575423,,CALLE 22 #16-07 T-4 APTO 330,GIRoN,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901630560-4,SOLERA S.A.S.,,,,,,Piedecuesta,SANTANDER,,false
901632695-9,BIMDELEC S.A.S,,,,,,Bucaramanga,SANTANDER,,false
901632746-6,JPU SAS,JPUGERENCIA@GMAIL.COM,jpugerencia@gmail.com,3188043138,,CARRERA 12 # 34-67 OFICINA 401,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901633248-4,ECO ENERGIAY CONSTRUCCION SAS,ECOENERGIAYCONSTRUCCION@GMAIL.COM,ecoenergiayconstruccion@gmail.com,3219744293,,CALLE 10 # 8-51,BARBOSA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901633396-6,MRB PROYECTOS SAS,,,,,,Floridablanca,SANTANDER,,false
901633848-3,INGENIO ELECTROCIVIL S.A.S,CONTABILIDAD@INGENIOELECTROCIVIL.COM,contabilidad@ingenioelectrocivil.com,3167559865,,CALLE 55 # 23 - 57 BARRIO NUEVO SOTOMAYOR,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901636131-5,GRAN 21 S.A.S,,,,,,Bucaramanga,SANTANDER,,false
901636279-6,DCP INSTALACIONES ELECTRICAS SAS,,,,,,Bucaramanga,SANTANDER,,false
901638093-2,CINA COL S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901638816-0,SUPERELECTRIC C.M. S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901641870-1,PROYECTOS Y SERVICIOS DE INFRAESTRUCTURA S.A.S.,,,,,,Piedecuesta,SANTANDER,,false
901647529-1,ELECTRICAS AVE S.A.S.,,,,,,Encino,SANTANDER,,false
901648480-2,ONSILICON S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901649800-0,INGENIERIA Y SERVICIOS FENTEL S.A.S.,,fentelsas@gmail.com,,,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901652112-2,C.I.C.P. S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901652447-4,MAQUINARIA Y ENSAMBLES AM S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901652644-9,JT INGENIERIA Y DISEÑOS S.A.S,,,,,,Bucaramanga,SANTANDER,,false
901652763-7,ALZ ENERGIA S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901655752-1,ARAMMI CONSTRUCTORA SAS,ARAMMICONSTRUCTORASAS@GMAIL.COM,christiandiazmartinez@hotmail.com,6076912762,HTTPS://WWW.ARAMMICONSTRUCTORA.COM/,CARRERA 27 NO 37-33,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901660125-1,SOLUCIONES ELECTRICAS G&G S.A.S.,,,,,,San Gil,SANTANDER,,false
901660386-7,CONSTRUCCION Y MONTAJE ELECTRICO S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901661809-5,CONSTRULAB MC S.A.S.,,,,,,Floridablanca,SANTANDER,,false
901662353-3,SCADA ING SERVICES SAS,,,,,,Bucaramanga,SANTANDER,,false
901671819-1,IT-ESEC ENGINEERING SAS,,,,,,Aguada,SANTANDER,,false
901672292-5,SANDOVAL Y CASTAÑEDA SOLUCIONES S.A.S,,,,,,Piedecuesta,SANTANDER,,false
901673785-9,AD INGENIERIA ELECTRICA S.A.S,,,,,,Bucaramanga,SANTANDER,,false
901674301-2,MENDEZ CARVAJAL CONSTRUCCIONES SAS,JCARVAJAL.MC@GMAIL.COM,jcarvajal.mc@gmail.com,6076932437,,CRA 34 # 108 21 APTO 204,FLORIDABLANCA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901674379-6,PREVIAL S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901676022-1,INGECONSULTORES DE COLOMBIA SAS,INGECONSULTORES.SAS@HOTMAIL.COM,ingeconsultores.sas@hotmail.com,3003790827,,CARRERA 6 # 7 - 06,FLORIDABLANCA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901677294-2,ARIAS INGENIERIA & GEOTECNIA S.A.S,,,,,,Bucaramanga,SANTANDER,,false
901681415-2,BIOPURITY SAS,,,,,,Bucaramanga,SANTANDER,,false
901683070-4,COMERCIALIZADORA Y PROYECTOS YARIGUIES S.A.S,,,,,,Confines,SANTANDER,,false
901684689-7,REDES ELECTRICAS EB S.A.S,,,,,,Bucaramanga,SANTANDER,,false
901685282-8,INVERSIONES TREFILCO S.A.S.,,,,,,Giron,SANTANDER,,false
901686261-8,ENLACE,ENLACECONSULTORSAS@GMAIL.COM,enlaceconsultorsas@gmail.com,3155401217,,CALLE 32 NO 8-41 MUNICIPIO: FLORIDABLANCA - SANTANDER,FLORIDABLANCA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901686759-3,GREENSHINE S.A.S.,,,,,,Floridablanca,SANTANDER,,false
901688953-5,GRUPO MARTINEZ CONSTRUCCIONES SAS,GRUMARCONLICITACIONES@GMAIL.COM,grumarconlicitaciones@gmail.com,3114668322,,CALLE 128 # 47 - 174,FLORIDABLANCA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901690162-2,ALDI INGENIERiA S.A.S.,ALDI.INGENIERIA.SAS@GMAIL.COM,aldi.ingenieria.sas@gmail.com,3132431241,,CALLE 70 # 55 - 226 CASA 53 VEREDA SANTA BARBARa,GIRoN,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901690450-9,OPERADORA MINICAR SAS,,,,,,Enciso,SANTANDER,,false
901691024-9,SERVICOM EDS LA TRIADA S.A.S,LATRIADA.SANTANDER@GMAIL.COM,latriada.santander@gmail.com,3132240854,,CRA 7 24 15,SAN GIL,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901692026-8,SCR INGENIERIA Y SERVICIOS S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901692104-4,GRUPO ACCION LOGISTICA S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901692332-7,EJL INGENIEROS SAS,,,,,,Bucaramanga,SANTANDER,,false
901692679-7,"""CABLES DE SANTANDER S.A.S.""",,,,,,Bucaramanga,SANTANDER,,false
901692932-6,COMPAÑIA ELECTRICA DE SANTANDER SAS,,,,,,Piedecuesta,SANTANDER,,false
901693441-6,"OSA OBRAS, SERVICIOS Y AMBIENTE S.A.S",,,,,,Bucaramanga,SANTANDER,,false
901693766-4,AMING INGENIERIA SAS,AMINGINGENIERIASAS@GMAIL.COM,amingingenieriasas@gmail.com,3002311659,,CALLE 31 # 29 -44 APTO 502 EDIFICIO BUCARAL BARRIO LA AURORA,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901693817-1,SERVICIO AUTOMOTRIZ EL SURTIDOR SAS,ELSURTIDOR23@GMAIL.COM,EDSURTIDOR23@GMAIL.COM,3126966145,,CALLE 5 # 5-27,VeLEZ,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901694101-1,INGENIERiA EN AUTOMATIZACIoN Y SEGURIDAD ELECTRoNICA S.A.S,JPTECNOLOGIAYSEGURIDAD15@G.COM,jptecnologiayseguridad15@gmail.com,3212447042,,CARRERA 8 # 12-39,BARBOSA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901694631-3,ESTACION DE SERVICIO  & HOTEL LAS PALMERAS SAS,ESTACIONDESERVICIOLASPALMERAS@GMAIL.COM,kcruzhdez@gmail.com,3213520658,,CARRERA 4 # 16-41,CAPITANEJO,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901694769-0,TBM INGENIEROS SAS,BMINGENIEROS23@GMAIL.COM,bmingenieros23@gmail.com,3142979874,,CRA 13 NO 13A - 20 TORRE A APTO 301,MaLAGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901695358-1,GRUPO INTEGRAL DE LOGISTICA S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901699865-2,CREESER CON CALIDAD S.A.S.,CREESER.SAS@GMAIL.COM,creeser.sas@gmail.com,3502249357,,CALLE 34 # 27 - 54,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901702151-5,MAAS INGENIERIA & CONSTRUCCIONES S.A.S.,MAASINCOSAS@GMAIL.COM,maasincosas@gmail.com,3229481358,,CRA 11 #41-24 GARCIA ROVIRA,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901707067-7,GRUPOS VISION FUTURO S.A.S.,,,,,,Piedecuesta,SANTANDER,,false
901710865-9,EWE BUILDING POWER S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901711988-0,CERTIFICACIONES INGENIERÍA Y PROYECTOS S.A.S,,,,,,Piedecuesta,SANTANDER,,false
901712816-7,D&R ARQUITECTURA Y CONSTRUCCION S.A.S.,,,,,,Floridablanca,SANTANDER,,false
901713830-5,POWERTECH SOLUTIONS SAS,POWERTWCHSOLUTIONS87@GMAIL.COM,powertechsolutions87@gmail.com,3161475811,,CRA 19 # 8 - 45 TORRE 4 APTO 1002,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901716009-8,"PROCASCOL SOCIEDAD POR ACCIONES SIMPLIFICADAS ,",PROCASCOL.PROYECTOS@GMAIL.COM,gestionlegalbga@gmail.com,3178005005,,CALLE 45 NO. 27 - 73,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901716014-5,ERCON INGENIERiA SAS,PROYECTOS@ERCONINGENIERIA.COM,jeisonpinzon23@gmail.com,3168721968,,CALLE 147 # 58A -  66 CONJUNTO         RESIDENCIAL RECODO DE LA FLORIDA MANZANA 12 CASA 8,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901718071-4,SOLUCIONES INTEGRALES EN INGENIERIA ENERGETICA Y HVACR,SOLINERSAS@GMAIL.COM,solinersas1@gmail.com,3154931231,,CALLE 23 # 9 -  25,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901718868-7,PS INGENIERIA SOSTENIBLE SAS,PSINGENIERIASOSTENIBLE@GMAIL.COM,psingenieriasostenible@gmail.com,3006064819,,CARRERA 49 # 72 - 127 CONJUNTO,BOGOTa,DISTRITO CAPITAL DE BOGOTa,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901719307-1,INGENIERÍA ELÉCTRICA Y TECNOLÓGICA SAS,,,,,,Piedecuesta,SANTANDER,,false
901721027-0,IMAO PROYECTOS E INGENIERIA SAS,,,,,,Bucaramanga,SANTANDER,,false
901721154-8,ARQTRONIC S.A.S,,,,,,Lebrija,SANTANDER,,false
901723689-5,VALIO SAS,EDINSON.LOZANO@GMAIL.COM,edinson.lozano@gmail.com,3142868727,,CRA 22 32 80,FLORIDABLANCA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901725374-1,EASYPARK DE COLOMBIA S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901726275-3,SISTENERGY S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901729441-3,EKO RENOVABLES S.A.S.,,,,,,Floridablanca,SANTANDER,,false
901729483-2,INSTRUMENT ROY S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901731268-1,SOLUCIONES DE INGENIERÍA Y TOPOGRAFÍA EN SANTANDER S.A.S.,,,,,,Socorro,SANTANDER,,false
901731356-1,DISEÑOS Y REFORMAS SA S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901734922-4,"CONSTRUCCIONES OBRAS, MANTENIMIENTOS E INTERVENTORÍAS SAS",,,,,,Floridablanca,SANTANDER,,false
901735122-3,CLIMÁTICA SAS,,,,,,Bucaramanga,SANTANDER,,false
901735941-9,J&J INGENIERÍA Y AUTOMATIZACIÓN SAS,,,,,,Bucaramanga,SANTANDER,,false
901737330-8,ELECTRIFICAR DE COLOMBIA S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901737698-2,GRUPO ENERGIA DE COLOMBIA S.A.S,,,,,,Bucaramanga,SANTANDER,,false
901737720-7,BISA INGENIERIA S.A.S,,,,,,Piedecuesta,SANTANDER,,false
901737806-1,INVERSIONES GYR SAS,JUAN.CARLOS.OSORIO.RIOS@GMAIL.COM,ing.juan.carlos.osorio.rios@gmail.com,3214841814,,CARRERA 32 4 NO. 27 AP 2,AGUACHICA,CESAR,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901738136-1,LOGISTICA EMPRESARIAL MYR S.A.S,,,,,,Bucaramanga,SANTANDER,,false
901738662-2,ARREBOL CONSULTORIA SOCIO AMBIENTAL S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901739415-4,ARQUIMIN+ S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901745534-7,ECO GLOBE CONSULTING INGENIERIA SOSTENIBLE SAS,DIRECCION.COMERCIAL.ECOGLOBE@GMAIL.COM,direccion.comercial.ecoglobe@gmail.com,6076973152,,CLL 45 10 OCC 21,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901746047-6,4C-TERRA S.A.S,,,,,,Bucaramanga,SANTANDER,,false
901746906-8,HYAP TECH S.A.S.,,,,,,Giron,SANTANDER,,false
901748280-5,SUNTACC S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901749898-0,VR INGENIERIA S.A.S.,,,,,,Piedecuesta,SANTANDER,,false
901751858-2,TRITIUM ENERGY S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901752695-3,ELECTROMADD SAS,,,,,,Floridablanca,SANTANDER,,false
901754053-4,CONSTRUCTORA DH2 S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901755057-8,JAF INGENIERIA & ASESORIA S.A.S,JAFINGENIERIAYASESORIASAS@GMAIL.COM,jafingenieriayasesoriasas@gmail.com,3045922038,,CALLE 9 # 4 - 18 PUENTE NACIONAL,PUENTE NACIONAL,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901757692-4,LOGISTICA Y SERVICIOS DE INGENIERIA SAS,,,,,,Piedecuesta,SANTANDER,,false
901763712-8,M&C CONSTRUCCIONES Y SERVICIOS SAS,MC.CONSTRUSERVI@HOTMAIL.COM,mc.construservi@hotmail.com,3023603341,,KM 2.176 ANILLO VIAL ECOPARQUE NATURA,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901765900-5,OTACC GENERACION S.A.S. E.S.P.,,,,,,Bucaramanga,SANTANDER,,false
901765945-6,OT ENERGY CARIBE S.A.S,,,,,,Bucaramanga,SANTANDER,,false
901765951-0,OT ENERGIA SOLAR S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901768696-0,MWH ENERGY S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901768705-9,INFINITY ENERGY - E.R. S.A.S,,,,,,Bucaramanga,SANTANDER,,false
901769073-7,HEXA NODO S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901769999-1,INGENIERIA COLOMBIANA DE PROYECTOS - INCOLPRO S.A.S,,,,,,Floridablanca,SANTANDER,,false
901770080-0,ILUMINAMOS SOLUCIONES ELÉCTRICAS S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901770103-1,INTEGRA ENERGÍA Y SOSTENIBILIDAD S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901770609-6,DATA BUSINESS INTELLIGENCE SYSTEM S.A.S,,,,,,Bucaramanga,SANTANDER,,false
901771424-5,SERVICIOS Y CONSULTORÍAS GEOLÓGICAS ACMR S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901773084-3,MS. INSTALACIONES ELECTRICAS Y COMUNICACIONES SAS,,,,,,Giron,SANTANDER,,false
901774364-5,STEEL INCO S.A.S,,,,,,Bucaramanga,SANTANDER,,false
901779337-9,ECOINGEO CONSULTING SERVICES S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901779615-1,WTC INGENIERIA S.A.S.,,,,,,Giron,SANTANDER,,false
901779745-0,97 LR S.A.S,,,,,,Bucaramanga,SANTANDER,,false
901781192-4,PARPAL CO S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901781512-8,INVERSIONES ARDILA PALENCIA S.A.S,,,,,,Piedecuesta,SANTANDER,,false
901782352-0,HIDROKINESIS INGENIERIA S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901783036-2,MANTIS LAB S.A.S,,,,,,Floridablanca,SANTANDER,,false
901784839-4,INGENIEROS E INTERVENTORIA DE COLOMBIA SAS,,,,,,Floridablanca,SANTANDER,,false
901785079-8,ESTACION DE SERVIVIO EL PARADOR MALAGA SAS,EDSELPARADORMALAGA@GMAIL.COM,edselparadormalaga@gmail.com,3011168864,,CRA 9A NO 24-255,MaLAGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901786185-5,WK INGENIERIA S.A.S,WKINGENIEROS@GMAIL.COM,wkingenieros@gmail.com,3112842161,,CALLE 18 # 8W - 35 TORRE 7 APARTAMENTO,FLORIDABLANCA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901786920-2,INGENIERIA PROYECTOS DE SANTANDER S.A.S,,,,,,Piedecuesta,SANTANDER,,false
901787490-1,GELCOIN SAS,GELCOINSAS@GMAIL.COM,gelcoinsas@gmail.com,3192325110,,CALLE 6A  13 85,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901788034-0,ICAAR S.A.S.,ICAARSAS@GMAIL.COM,icaarsas@gmail.com,3124798272,,CARRERA 23 NO. 46-35,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901788641-1,"CONSTRUCCION, OBRAS CIVILES, ARQUITECTURA Y TECNOLOGIA SAS",COAT.SAS2023@GMAIL.COM,coat.sas2023@gmail.com,3183137179,,CALLE 28 # 30 -  44,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901789398-0,HJC SOLUCIONES INGENIERIA SAS,HJCSOLUCIONESINGENIERIASAS@GMAIL.COM,hjcsolucionesingenieriasas@gmail.com,6076517034,,CARRERA 8 61 132,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901790510-1,INVERSIONES TOPOCORO SAS,,,,,,Giron,SANTANDER,,false
901790804-1,ESTACION COLUBE SAS,,,,,,Malaga,SANTANDER,,false
901791089-6,DASCOL INGENIERIA Y SUMINISTROS SAS,DASCOLINGENIERIAYSUMINISTROS@GMAIL.COM,dascolingenieriaysuministros@gmail.com,3163337927,,CALLE 49 NO. 27-101,GIRoN,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901792201-1,MYM CONSULTING & SERVICES SAS,,,,,,Bucaramanga,SANTANDER,,false
901793169-6,5M ENERGY S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901793669-7,AREACYBERSEGURA SAS,CONTACTENOS@AREACYBERSEGURA.COM,gerencia@areacybersegura.com,3173777597,WWW.AREACYBERSEGURA.COM,CARRERA 16 # 67-69,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901795281-2,JM ENERGYA S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901795824-1,VERDES SOSTENIBLES DE COLOMBIA S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901796585-0,MANUR INGENIERÍA S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901796996-4,CONSTRUCCIONES Y CONSULTORES DE COLOMBIA S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901797100-7,BIO-SIG SAS,AMBIENTALBIOSIG2023@GMAIL.COM,ambientalbiosig2023@gmail.com,3125588827,,CALLE 29 # 23 -  36IROKATORRE2 -  APTO -  304,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
901797153-7,GEORECURSOS SAS,,,,,,Bucaramanga,SANTANDER,,false
901798365-6,BYP INGENIERIA Y PROYECTOS S.A.S.,,,,,,Piedecuesta,SANTANDER,,false
901798539-0,AGINGENIERIA SAS,,,,,,Floridablanca,SANTANDER,,false
901801024-2,CDA EL MOLINO PIEDECUESTA S.A.S,,,,,,Piedecuesta,SANTANDER,,false
901802066-6,J&L SUN ENERGY COL SAS,,,,,,Bucaramanga,SANTANDER,,false
901802865-4,ELECTRICISTAS Y CONSTRUCTORES SAS,,,,,,Giron,SANTANDER,,false
901803669-1,ODEMAC INGENIERIA Y TOPOGRAFIA S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
901804118-1,AUTOMATION ETERNAL SAS,,,,,,Floridablanca,SANTANDER,,false
901804376-3,QUALIX DISEÑO Y CONSTRUCCIÓN S.A.S.,,,,,,Floridablanca,SANTANDER,,false
901805603-5,SOLUCIONES E INGENIERIA V.G. SAS,,,,,,Betulia,SANTANDER,,false
901806397-7,LOGISTICA Y TRANSPORTE AVANZADO S.A.S,,,,,,Bucaramanga,SANTANDER,,false
